title,abstract,keywords,date,creators,url
OPTIMASI VEHICLE ROUTING PROBLEM WITH TIME WINDOWS (VRPTW) DENGAN PENDEKATAN HYBRID DRAGONFLY ALGORITHM PADA RUTE PENGIRIMAN PRODUK,"Product distribution is an important part of the supply chain, as the timeliness of delivery has a significant impact on customer satisfaction and operational efficiency. This study aims to optimize delivery routes in the context of the Vehicle Routing Problem With Time Windows (VRPTW) problem, which is a distribution scheduling problem that considers the customer service deadline and the maximum capacity of the vehicle used. This study implements a combination of the Nearest Neighbor and Dragonfly Algorithm to produce efficient delivery routes. The study was conducted on HoneyBee Bakery & Cake located in Palembang City. Nearest Neighbor is used to develop an initial solution based on the closest distance, while the Dragonfly Algorithm is used to optimize the route to make the distance traveled more optimal. The research also resulted in a web-based software system that allows users to upload customer data and run the optimization process directly. The test results showed that Nearest Neighbor produced a total mileage of 72.54 km, while the combination of Dragonfly Algorithm and Nearest Neighbor was able to reduce the mileage to 62.65 km with an efficiency increase of 13.63%. In addition, setting parameters such as the number of dragonflies and the number of iterations also affects the quality of the optimization results.","VRPTW, Nearest Neighbor, Dragonfly Algorithm, Optimasi Rute, Distribusi Produk, HoneyBee Bakery.",6/13/2025,"PUTRA, MUHAMMAD RIZKY RAMADHIAN; Yunita, Yunita",http://repository.unsri.ac.id/176763/
KLASIFIKASI SPAM PADA EMAIL BERBAHASA INDONESIA MENGGUNAKAN FASTTEXT DAN BERNOULLI NAÏVE BAYES,"Indonesia ranks sixth globally in terms of the number of spam senders. Numerous studies have been conducted on spam detection and filtering, with Bayesian algorithms being among the most commonly used approaches. This study aims to classify Indonesian-language email messages into spam and non-spam categories. A secondary dataset consisting of 2,604 messages was used, comprising 1,362 spam messages and 1,242 non-spam messages. Word representation was performed using FastText with an n-gram approach to capture sub-word level information, while classification was carried out using the Bernoulli Naïve Bayes algorithm based on binary values. The experiments compared the performance of the Bernoulli Naïve Bayes algorithm with and without the use of FastText. Evaluation was conducted using accuracy, confusion matrix, and classification report metrics, with a 70:30 data split. The results showed that both models, with and without FastText, achieved 95% accuracy. However, the model incorporating FastText demonstrated more balanced performance across classes and higher recall in detecting spam. In contrast, the model without FastText achieved perfect precision and recall for spam but showed decreased performance for non-spam. Therefore, the use of FastText contributes to improving the sensitivity and balance of spam email classification in the Indonesian language","Bahasa Indonesia, Bernoulli Naïve Bayes, FastText, Email Spam, Klasifikasi Teks",7/25/2025,"PUTRI, ZATUN AULIA; Kurniati, Rizki; Rachmatullah, Muhammad Naufal",http://repository.unsri.ac.id/182739/
PERBANDINGAN PERFORMA ALGORITMA DECISION TREE C4.5 DAN RANDOM FOREST UNTUK DETEKSI PENYAKIT DIABETES,"Diabetes is a chronic disease with a continuously increasing global prevalence. Early detection poses a major challenge because symptoms often appear only when the condition is already severe. The classification of diabetes plays a crucial role in recognizing the disease early to allow for faster and more accurate interventions. According to data from the World Health Organization in 2020, over the past three decades, the prevalence of diabetes has significantly increased in various countries. This research is conducted to compare the performance of two classification methods, that are Decision Tree C4.5 and Random Forest, in classifying diabetes disease based on patients’ health data records. This research includes the design stage of classification system, software implementation, and the performance evaluation of each method. the dataset used is from processed health data records, even though the quality is considered less than ideal. The test results show that the Random Forest algorithm achieved the highest accuracy of 89.61%, while the C4.5 Decision Tree algorithm reached an accuracy of 88.63%. In addition, the Random Forest algorithm also demonstrated a higher precision compared to the C4.5 Decision Tree. This is due to Random Forest using an ensemble approach that employs many Decision Trees, resulting in more accurate predictions.","Diabetes Classification, Decision Tree C4.5, Random Forest, Data mining, Random under sampling, Min-Max Scaling",6/13/2025,"QURRATU'AIN, MARSA; Utami, Alvi Syahrini",http://repository.unsri.ac.id/176905/
KLASIFIKASI SAPI TERNAK NORMAL DAN TERINFEKSI LUMPY SKIN DISEASE MENGGUNAKAN METODE CONVOLUTIONAL NEURAL NETWORK (CNN),"Lumpy Skin Disease (LSD) is a contagious disease in cattle that causes significant losses in the livestock sector, making early detection crucial. This study aims to classify cattle into normal and LSD-infected categories using the Convolutional Neural Network (CNN) method with the ResNet50 architecture. The dataset consists of 4000 images, divided into 80% training data, 10% validation data, and 10% testing data. The model was trained to recognize visual features of infected cattle and demonstrated excellent performance, achieving an average accuracy of 96.75%, precision of 96.78%, recall of 96.75%, and F1-score of 96.76%. These results indicate that the ResNet50 CNN architecture is effective for detecting Lumpy Skin Disease in cattle and has the potential to be implemented as an automated diagnostic tool in the livestock industry.","Lumpy Skin Disease, Klasifikasi Citra, CNN, ResNet50, Deteksi Penyakit Ternak",6/13/2025,"RAMJA, AQSHAL DINATA; Miraswan, Kanda Januar",http://repository.unsri.ac.id/176748/
IMPLEMENTASI ALGORITMA GREEDY PADA GAME FIFA 23 UNTUK PEMILIHAN TAKTIK DAN SUSUNAN PEMAIN YANG PALING EFEKTIF PADA COACH CAREER MODE,"This study explores the implementation of the Greedy algorithm in FIFA 23, particularly within the Coach Career mode, to determine the most effective tactics and player formations. The Greedy algorithm is chosen for its ability to make fast, locally optimal decisions without considering long term consequences. The developed system evaluates various tactical and formation combinations and selects players based on attributes such as overall rating, potential, and form. Simulations were conducted using Manchester United over several seasons to assess the algorithm's effectiveness. The results indicate that the system successfully constructs strategies that significantly enhance team performance across competitions including the Premier League, FA Cup, Carabao Cup, and UEFA Europa League. Its short processing time and interactive interface make the system efficient and feasible for practical application in gameplay scenarios. This study demonstrates that the 
Greedy algorithm offers a practical solution for tactical decision-making in football simulation games.","Algoritma Greedy, FIFA 23, Coach Career, strategi permainan, pemilihan pemain",8/8/2025,"REVANZA, MUHAMMAD FARHAN; Abdiansah, Abdiansah; Primanita, Anggina",http://repository.unsri.ac.id/182568/
SISTEM PENDETEKSIAN EMOSI MULTI-WAJAH MENGGUNAKAN METODE CONVOLUTIONAL NEURAL NETWORK (CNN),"This research aims to develop and implement a real-time multi-face detection and emotion recognition system. The Haar Cascade method is used in the face detection stage to identify the position of faces in the image, while the Convolutional Neural Network (CNN) is used in the emotion classification stage based on the detected faces. The datasets used include FDDB for face detection testing and FER-2013 for emotion classification testing. The results of multi-face detection testing using Haar Cascade on a subset of FDDB showed an accuracy of 63%. Emotion classification testing using CNN on the FER-2013 dataset resulted in an accuracy of 74%. The overall success rate of the application was calculated, resulting in a value of 47%. Based on these results, the system is capable of performing real-time multi-face detection and emotion classification with a moderate success rate and still has room for improvement, especially in the multi-face detection stage","Deteksi Wajah, Deteksi Emosi, Haar Cascade, Convolutional Neural Network (CNN), Multi-Wajah, FER-2013, Sistem Real-Time.",7/24/2025,"RISHAD, AHMAD EMERY; Fachrurrozi, Muhammad",http://repository.unsri.ac.id/183263/
PEMBUATAN ADD-ON BLENDER UNTUK KONVERSI GAMBAR MENJADI MODEL 3 DIMENSI BERBASIS VOXEL,"Penelitian ini bertujuan untuk mengembangkan add-on Blender bernama Voxelize yang dapat secara otomatis mengonversi gambar 2D menjadi model 3D berbasis voxel. Pengembangan dilakukan menggunakan metode Multimedia Development Life Cycle (MDLC) yang meliputi tahap concept, design, material collecting, assembly, dan testing. Add-on ini membaca data piksel gambar, membentuk mask objek menggunakan thresholding, kemudian menghasilkan representasi voxel yang dikonversi menjadi mesh 3D. Pengujian dilakukan dengan membandingkan add-on ini dengan add-on sejenis, Love2D3D, menggunakan dataset gambar berbeda. Hasil pengujian menunjukkan bahwa meskipun waktu konversi add-on Voxelize lebih lama, model 3D yang dihasilkan memiliki detail dan kemiripan bentuk yang lebih tinggi dengan gambar aslinya. Penelitian ini memberikan kontribusi berupa alat bantu otomatis untuk mempercepat dan mempermudah proses pembuatan model 3D dari data 2D, yang dapat dimanfaatkan oleh desainer, animator, maupun pemula dalam 3D modeling.","Blender, Add-on, Voxel, 2D to 3D, Modeling Otomatis",7/24/2025,"RISWANDA, MUHAMMAD RIZKI; Primanita, Anggina",http://repository.unsri.ac.id/182188/
PREDIKSI POLYCYSTIC OVARY SYNDROME (PCOS) PADA CITRA ULTRASONOGRAFI MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK (CNN),"Polycystic Ovary Syndrome (PCOS) is a common endocrine system disorder affecting women of reproductive age and a leading cause of infertility. Early detection is crucial to prevent long-term complications, and ovarian ultrasonography images have emerged as an effective non-invasive tool in supporting PCOS diagnosis. This study aims to compare and optimize the performance of Convolutional Neural Network (CNN) models in classifying ovarian ultrasonography images for PCOS prediction. Three CNN architectures (DenseNet201, VGG19, and InceptionV3) were tested with various configurations, involving two types of optimizers (Adam and SGD) and four learning rate values (0.01, 0.001, 0.0001, and 0.00001). The results demonstrate that the optimal configuration is the InceptionV3 architecture with the Adam optimizer and a learning rate of 0.001, achieving the highest accuracy and F1-score of 99.78%. The Adam optimizer proved superior to SGD, and the precise determination of the learning rate was crucial in achieving peak model performance. These findings indicate that the selection of architecture, optimizer, and learning rate are key factors determining the success of PCOS prediction in ultrasonography images.","Prediction, Polycystic Ovary Syndrome (PCOS), Convolutional Neural Network (CNN), DenseNet201, VGG19, InceptionV3",7/11/2025,"SARASWATI, PUTRI ANGEL; Rini, Dian Palupi; Rizqie, M. Qurhanul",http://repository.unsri.ac.id/179577/
PENINGKATAN KUALITAS CITRA DENGAN METODE RETINEX UNTUK DETEKSI WAJAH PADA CITRA GELAP,"Facial images captured under low-light conditions often suffer from visual degradation, including low contrast, inadequate brightness, and loss of important details, which negatively impact face detection accuracy. This study aims to enhance the quality of low-light images using the Retinex method as a preprocessing step and to evaluate its effect on the performance of the YOLOv5 face detection algorithm. A total of 6,000 low-light facial images were used in the experiment. Image enhancement was assessed using brightness, contrast, entropy, Peak Signal-to-Noise Ratio (PSNR), Mean Squared Error (MSE), and Structural Similarity Index Measure (SSIM). The Retinex method successfully improved the average brightness to 104.57, contrast to 21.50, entropy to 391,715, and reduced the MSE to 8,985.14. However, the average PSNR and SSIM values—8.74 dB and 0.1359 respectively—indicate that some distortion remained in several images. The enhanced images were then used to train and test the YOLOv5 model, achieving the best performance at a batch size of 32 and 100 epochs, with a confidence score of 0.93.","Peningkatan Kualitas, Retinex, YOLOv5, Citra Wajah Gelap.",7/26/2025,"SAVERO, MUHAMMAD AWADH; Fachrurrozi, Muhammad; Rachmatullah, Muhammad Naufal",http://repository.unsri.ac.id/183565/
KLASIFIKASI ARAH PERGERAKAN INDEKS HARGA SAHAM GABUNGAN DI BURSA EFEK INDONESIA MENGGUNAKAN ALGORITMA SUPPORT VECTOR MACHINE (SVM),"The Indonesian stock market as a strategic investment instrument with high volatility requires an accurate prediction system to minimize investor losses and increase profits. The technical and fundamental analysis methods that have been used have limitations, such as reliance on historical data and lack of consideration for external factors. With technological advancements, machine learning algorithms such as Support Vector Machine (SVM) have become an option to improve prediction accuracy. Therefore, a classification model for the movement direction of the Composite Stock Price Index (IHSG) on the Indonesia Stock Exchange will be developed using the SVM algorithm, which is chosen to overcome the limitations of the aforementioned technical and fundamental analysis methods in order to produce more optimal predictions. This research tests the best parameter combination from three parameters: C, γ, and number of iterations to produce the best model. From the results of the experiment, the best parameter combination was obtained with values of C = 0.1, γ = 1, and number of iterations
= 200, resulting in a model with an accuracy of 91.79%. The results of this study show that SVM can be an effective tool in predicting the movement direction of IHSG","Ilmu Komputer, Teknik Informatika",7/11/2025,"SIANIPAR, JULIAN GABRIEL; Utami, Alvi Syahrini",http://repository.unsri.ac.id/179611/
OPTIMASI VEHICLE ROUTING PROBLEM WITH TIME WINDOWS (VRPTW) DENGAN MENGGUNAKAN HYBRID ANT COLONY OPTIMIZATION (ACO) PADA RUTE DISTRIBUSI PRODUK MAKANAN,"The problem of vehicle scheduling and route optimization in food product distribution is a complex logistical challenge, especially when considering customer time window constraints and vehicle capacity. This study aims to implement a combination of Ant Colony Optimization (ACO) and Nearest Neighbor (NN) to solve the Vehicle Routing Problem with Time Windows (VRPTW) in the distribution system of HoneyBee Bakery & Cake. The Nearest Neighbor (NN) method is used to generate the initial solution, while Ant Colony Optimization (ACO) is applied to further optimize the route. The experimental results show that the Hybrid Ant Colony Optimization approach produces an initial solution with a travel distance of 72.55 km, which is then optimized to a final distance of 58.59 km with four returns to the depot. Therefore, the Hybrid ACO is proven to be more effective in optimizing distribution routes that consider both time constraints and vehicle capacity, achieving an efficiency improvement of 19.22% in reducing the total travel distance from the initial solution.","Vehicle Routing Problem with Time Windows, Ant Colony 
Optimization, Nearest Neighbor, Optimasi.",6/13/2025,"SIREGAR, BONANDA; Yunita, Yunita",http://repository.unsri.ac.id/176801/
KLASIFIKASI SAMPAH MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK (CNN),"Effective waste management is a major challenge in maintaining environmental cleanliness and sustainability. One important step is waste separation, such as distinguishing between organic and inorganic waste. Organic waste, such as food scraps and dry leaves, can be processed into compost or environmentally friendly energy. Meanwhile, inorganic waste, such as plastic, glass, and metal, can be recycled into new products. Proper waste separation allows for more efficient waste processing and has a positive impact on the environment. This study proposes an automated waste classification system based on digital images using deep learning technology with Convolutional Neural Network (CNN) architecture. The three CNN models used are VGG-16, ResNet-50, and Xception. The dataset consists of two main classes: organic and inorganic waste. The study was conducted under 12 testing scenarios with variations in learning rate and batch size. Evaluation metrics include accuracy, precision, recall, and F1-score. The best result was achieved by the VGG-16 model with a learning rate of 1e-4 and batch size of 64, reaching 94.34% accuracy, 90.58% precision, 95.05% recall, and 92.76% F1-score.","waste classification, deep learning, CNN, VGG-16, ResNet-50, Xception",6/26/2025,"TIAN, AGUS; Rini, Dian Palupi; Miraswan, Kanda Januar",http://repository.unsri.ac.id/180146/
PENERAPAN FITUR SISTEM PENGADUAN LAYANAN TERINTEGRASI e-PPT UNTUK MENINGKATKAN EFISIENSI PENANGANAN KELUHAN MAHASISWA PADA FAKULTAS ILMU KOMPUTER UNIVERSITAS SRIWIJAYA,"The study developed an integrated complaint system linked to e-PPT at Sriwijaya University’s Faculty of Computer Science using the Waterfall method, CodeIgniter3, MySQL. The system supports three user roles with features like complaint submission, status tracking, and role-based management. Testing showed all features functioned well, with UAT results averaging above 4.5. The system improves complaint handling by making it faster, more structured, and transparent.","Sistem Pengaduan, e-PPT, Layanan Mahasiswa, CodeIgniter, Waterfall, Efisiensi",6/13/2025,"TUSILAWATI, AGUS; Fachrurrozi, Muhammad",http://repository.unsri.ac.id/176290/
PENERAPAN METODE FUZZY TIME SERIES LEE YANG DIOPTIMASI DENGAN PARTICLE SWARM OPTIMIZATION UNTUK PREDIKSI NILAI TUKAR RUPIAH,"Currency exchange rate fluctuations have a significant impact on a country's economic stability, affecting prices, interest rates, production, and competitiveness. Factors such as global inflation, interest rates, and international political conditions further increase uncertainty. Therefore, an accurate exchange rate prediction system is needed to aid decision-making. One method that can be used is the Fuzzy Time Series Lee (FTS Lee) model, which has the ability to handle linguistic data and uncertainty, but still has limitations in parameter selection. To address this, the Particle Swarm Optimization (PSO) algorithm is used to optimize the FTS Lee parameters to better align with the data characteristics. This study predicts the exchange rate of the Rupiah against three currencies: USD, GBP, and JPY. The results show a significant improvement in accuracy after optimization. For USD, MAPE decreased from 0.3256% to 0.1520%; for GBP from 0.2888% to 0.1390%; and for JPY from 0.3174% to 0.1023%. The optimal configuration differs for each currency, demonstrating the flexibility of PSO in adjusting parameters. The combination of FTS Lee and PSO has proven capable of improving the performance of the prediction model, as well as providing practical contributions in the fields of economics and finance, particularly in anticipating exchange rate fluctuations.","Nilai Tukar, Fuzzy Time Series Lee, Particle Swarm Optimization",7/24/2025,"VANNESHA, VANNESHA; Rini, Dian Palupi",http://repository.unsri.ac.id/182382/
TANDA TANGAN DIGITAL MENGGUNAKAN ALGORITMA RSA DAN SHA-512 PADA DOKUMEN DIGITAL,"The development of digital technology has transformed document formats from printed to digital forms. Despite providing convenience, digital documents are vulnerable to manipulation and forgery, thus requiring mechanisms to maintain document authenticity and integrity. Digital signatures represent one method that can be used to preserve authenticity in digital documents. This research implements digital signatures using a combination of RSA and SHA-512 algorithms. RSA was selected due to its advantages in prime number factorization complexity, while SHA-512 is used because it produces hash values of 512-bit length. The data used in this research consists of digital documents in PDF, DOCX, and XLSX formats obtained from the website https://examplefile.com/, totaling 15 sample data. The research results show that the combination of both algorithms produces an avalanche effect value with an average of 67.41%, which indicates good sensitivity levels to input changes. The research also found that key value size and digital document file size are correlated with each other; the larger the key value and document size, the longer the processing time required, with the fastest signing time being 1.308 seconds and the longest 277.860 seconds, while the fastest verification time is 1.272 seconds and the longest 1,079.491 seconds.","Digital Signature, RSA, SHA-512, Digital Document",8/11/2025,"WICAKSONO, YUSUF ERDIN; Arsalan, Osvari; Rachmatullah, Muhammad Naufal",http://repository.unsri.ac.id/182658/
"IMPLEMENTASI FUZZY TSUKAMOTO UNTUK MENENTUKAN SKOR PEMAIN DALAM PERMAINAN KUIS TEBAK GAMBAR ""GUEZZME""","This study aims to develop a scoring system in an educational image based quiz game called “GuezzMe” by implementing the Fuzzy Tsukamoto algorithm. The system is designed to provide a fair and representative evaluation based on several parameters, including completion time, number of hints used, and remaining lives. The development method used is the Rational Unified Process (RUP), which includes inception, elaboration, construction, and transition phases. Implementation was carried out using Unity, and the scoring process utilized a fuzzy inference system with IF-THEN rules and the center average defuzzification method. The testing results showed that the system could dynamically calculate player scores and provide a positive gaming experience. Additionally, based on user feedback through questionnaires, the game was considered enjoyable, easy to use, and featured a fair scoring system that accurately reflected player performance.","Fuzzy Tsukamoto, Gim Edukasi, Sistem Penilaian, Permainan Kuis, GuezzMe",7/24/2025,"WIJAYA, GUNAWAN RIO; Primanita, Anggina",http://repository.unsri.ac.id/182177/
KLASIFIKASI TEKS PEMIKIRAN BUNUH DIRI MENGGUNAKAN BIDIRECTIONAL LONG SHORT TERM MEMORY,"Social media has emerged as a new platform for individuals to express their thoughts and emotions through various posts. Among these expressions, suicidal ideation is occasionally found, which requires immediate responses. This study focuses on the text classification that containing suicidal ideation. The method used in this research is the Bidirectional Long Short-Term Memory (Bi-LSTM) as the model due to its superior capability in capturing and understanding contextual information, utilizing Word2Vec for word embedding representation. The dataset consists of 15.477 entries, which were divided into 80% for training and 20% for testing. Additionally, 10% of the training data was allocated for validation purposes. After conducting 12 hyperparameter configuration trials using the brute-force method, the best configuration was achieved with a learning rate of 0.001, a batch size of 64, and 10 epochs. The model attained a recall of 92%, and an accuracy of 93%.","Klasifikasi Teks, Word2Vec, Bidirectional Long Short Term Memory, Pemikiran Bunuh Diri",7/24/2025,"YASARA, SALMA; Yusliani, Novi; Rodiah, Desty",http://repository.unsri.ac.id/182378/
ANSWER GENERATION MENGGUNAKAN MODEL T5 BERDASARKAN DATA TRANSKRIP VIDEO YOUTUBE UNTUK PEMBELAJARAN DIGITAL,"Digital learning is rapidly evolving with the integration of technologies such as YouTube as a primary source of educational content. However, a major challenge remains in how learners can efficiently retrieve answers to specific questions from video transcripts. This study aims to design a question-answering system based on the T5 (Text-to-Text Transfer Transformer) model with input derived from YouTube video transcripts. The model is developed to extract relevant information and provide answers based on user queries. The methodology includes video transcript processing, and evaluating performance using F1-score, precision, and recall metrics. The results indicate that the best configuration was achieved with a batch size of 10, a learning rate of 1e-4, and a weight decay of 0.02, yielding an F1-score of 67.91%, recall of 88.64%, and precision of 68.07%. These findings demonstrate that the T5 model can generate fairly accurate answers based on YouTube video transcripts. The developed system is expected to serve as an effective solution in supporting more interactive and adaptive digital learning.","Answer Generation, T5, Pembelajaran Digital, Pemrosesan Bahasa Alami, YouTube.",7/25/2025,"YUDHA, EKA WIRA; Abdiansah, Abdiansah",http://repository.unsri.ac.id/182554/
KLASIFIKASI VARIETAS BERAS MENGGUNAKAN CONVOLUTIONAL NEURAL NETWORK DENGAN ARSITEKTUR MOBILENETV2,"Rice consists of various varieties withdistinctmorphological characteristics, yet manual classification remains subjective and reliant on expert judgment. This study develops an automated rice variety classification system using the Convolutional Neural Network (CNN) method with the MobileNetV2 architecture. The dataset includes 75,000 images of five rice varieties, divided into 70% training, 5% validation, and 25% testing. The model was trained using transfer learning, data augmentation, and callbacks such as ModelCheckpoint and EarlyStopping. The training results showed a validation accuracy of up to 99.09% with stable validation loss, indicating no overfitting. The model was evaluated using metrics such as accuracy, precision, recall, and F1-score, and implemented in a Streamlit-based application to provide an interactive classification interface. The results confirm that MobileNetV2 is an effective and efficient architecture for rice variety classification.","Ilmu Komputer, Teknik Informatika",5/23/2025,"YUDISTIRA, MUHAMMAD IKHSAN; Miraswan, Kanda Januar; Rizqie, M. Qurhanul",http://repository.unsri.ac.id/175757/
PERBANDINGAN METODE NAIVE BAYES CLASSIFIER DAN RANDOM FOREST UNTUK KLASIFIKASI FILM BERDASARKAN USIA PENONTON,"The rapid growth of the film industry in recent years has created a need for an accurate age classification system to ensure that content is appropriate to its target audience. One approach that can be used to identify the age classification of a film is through analysis of the subtitle text, without relying on visual or audio elements. This study aims to compare the performance of two classification algorithms, namely Naïve Bayes Classifier and Random Forest, in categorizing films based on audience age groups. The classification process involves a series of text preprocessing steps and feature extraction using TF-IDF method. The evaluation results show that Random Forest achieved an average accuracy of 70,83% while Naïve Bayes obtained an average accuracy of 68,75%. Although the difference in accuracy is not substantial, it can be concluded that Random Forest perfoms better and is more suitable for film classification based on age categories.","klasifikasi film, Subtitle, TF-IDF, NaA�ve Bayes Classifier, Random Forest.",6/13/2025,"YUNIANDARI, MSY RIZKIA; Utami, Alvi Syahrini",http://repository.unsri.ac.id/176764/
OPTIMASI STRATEGI PENJUALAN MELALUI INTEGRASI METODE K-NEAREST NEIGHBORS (KNN) DAN REGRESI LINIER UNTUK MENGIDENTIFIKASI PRODUK TERLARIS,"In today's competitive digital era, optimizing sales strategies is crucial for sustaining online business growth. This study aims to identify best-selling products by integrating the K-Nearest Neighbors (KNN) algorithm and linear regression. The research utilizes sales data from the fashion brand ""Zaskia Sungkar Jakarta"" on the Shopee e-commerce platform. The KNN method is applied to classify products into best-selling or non-best-selling categories based on attribute similarities, while linear regression is employed to predict the relationship between sales quantity and variables such as rating, reviews, discounts, and favorites. Evaluation results show that the KNN model achieved a classification accuracy of 80%, while the linear regression model produced an RMSE value of 33.09. The study concludes that the integration of KNN and linear regression effectively supports sales strategy decisions by providing predictive insights on potentially best-selling products. These findings are expected to aid in stock management, promotional planning, and customer loyalty enhancement.","sales strategy, K-Nearest Neighbors, linear regression, data mining,best-selling products",7/11/2025,"AGUSTRIA, BELLYAN; Ermatita, Ermatita",http://repository.unsri.ac.id/180669/
KLASIFIKASI DUA TAHAP PADA IMAGE DEBLURRING WAJAH BERDASARKAN JENIS DAN TINGKAT KEPARAHAN BLUR DENGAN CONVOLUTIONAL NEURAL NETWORKS DAN U-NET,"Image blur, particularly in facial images with varying types and severity levels, can significantly degrade visual quality and hinder the performance of facial recognition systems. This study proposes a two-stage classification approach for image deblurring based on Convolutional Neural Networks (CNN) and U-Net. The approach separates the classification of blur type and blur severity before applying a specialized deblurring model tailored for each identified combination. The three main blur types addressed are Gaussian Blur, Motion Blur, and Average Blur, each divided into five severity levels. Each deblurring model is independently developed according to the identified blur category through the two-stage classification system. Experimental results show that this separated approach significantly improves image restoration quality especially at low to moderate severity levels compared to conventional methods that use a single model for all severity levels. The average PSNR and SSIM scores, which reached 30.946 and 0.898 respectively, confirm the effectiveness of this strategy. Furthermore, the proposed framework enables more adaptive and specific processing tailored to the characteristics of the blurred image. In conclusion, integrating two-stage classification with deblurring model separation based on blur type and severity has been shown to enhance overall image restoration performance.",,7/11/2025,"MAULUDDIN, MUHAMMAD HIDAYAT; Supardi, Julian",http://repository.unsri.ac.id/179282/
PREDIKSI PENERIMA BEASISWA KARTU INDONESIA PINTAR KULIAH DENGAN HYBRID BACKPROPAGATION DAN PARTICLE SWARM OPTIMIZATION,"The Indonesia Smart Card (KIP) College Program aims to improve the quality of human resources by providing educational assistance to students from underprivileged families. However, the distribution of KIP College in Palembang still faces problems, such as inaccuracy in targeting and a lack of public understanding of the program. The suboptimal selection process for scholarship recipients results in students who should be prioritized being overlooked. Additionally, decision-making takes a long time due to the numerous variables that must be considered and the lack of transparency in data processing. This study discusses the Backpropagation (BP) method for predicting KIP Kuliah scholarship recipients, which has previously been applied for classifying educational assistance recipients with high accuracy. However, BP has weaknesses such as the risk of local minima and long training times. To address this, the Particle Swarm Optimization (PSO) algorithm is used to optimize the weights of the BP neural network. PSO is a simple yet effective optimization algorithm for finding optimal weights more quickly and accurately. Previous research results indicate that combining BP with PSO can improve prediction accuracy compared to using BP alone. The research results indicate that the combination of these two methods produces a prediction model with high accuracy and strong relevance to the factors influencing scholarship recipient predictions using Backpropagation + Particle Swarm Optimization, outperforming the use of Backpropagation alone in its implementation. From the tests conducted, the best model architecture is the 2-5-1 model with an RMSE of 0.351 +/- 0.000 (an improvement of 0.037), where a smaller RMSE (Root Mean Squared Error) indicates a better model with an accuracy rate of 83.66667%.","Backpropagation (BP), Particle Swarm Optimazation (PSO), Model Prediksi, Kartu Indonesia Pintar (KIP)",6/13/2025,"NANDA, DIKA KURNIA; Rini, Dian Palupi",http://repository.unsri.ac.id/178795/
ARSITEKTUR U-NET PADA SEGMENTASI CITRA PARU UNTUK MENDETEKSI NODUL PARU,"Penelitian ini bertujuan untuk mengembangkan dan mengevaluasi model U-Net dalam tugas segmentasi citra paru guna mendeteksi nodul paru. Model U-Net yang dilatih berhasil mencapai akurasi sebesar 94%, menunjukkan kemampuannya dalam membedakan area nodul dari jaringan paru normal dengan tingkat kesalahan yang rendah. Keberhasilan ini didukung oleh proses pelatihan yang mencakup preprocessing data yang tepat, teknik augmentasi untuk meningkatkan variasi data, serta strategi validasi data yang efektif untuk mencegah overfitting. Evaluasi performa model menggunakan metrik akurasi, Dice Coefficient, dan Intersection over Union (IoU) membuktikan bahwa model mampu melakukan generalisasi terhadap data uji. Meskipun hasil yang diperoleh menjanjikan, tantangan masih ditemukan terutama dalam mendeteksi nodul berukuran kecil atau yang menyerupai jaringan normal. Oleh karena itu, penelitian lanjutan tetap diperlukan untuk meningkatkan kemampuan model dalam skenario yang lebih kompleks dan beragam","segmentasi citra, U-Net, nodul paru, Dice Coefficient, IoU",7/11/2025,"NINGSIH, WAHYU; Ermatita, Ermatita",http://repository.unsri.ac.id/180730/
PENDEKATAN KOMBINASI MODEL UTAUT 2 DAN DELONE & MCLEAN UNTUK MENGIDENTIFIKASI FAKTOR - FAKTOR YANG MEMPENGARUHI KEPUASAN PENGGUNA PADA BANK JAMBI MOBILE,"Mobile banking is a digital banking innovation designed to simplify transactions and account management. However, based on Playstore reviews, 30% of users still face issues, particularly in accessing the app, which leads to transaction failures. This study aims to identify the factors influencing user satisfaction using the SEM-PLS method, which is suitable for complex models with multiple latent variables. Data were collected from 384 respondents using the Lemeshow formula. Validity was tested using factor loading (â‰¥0.7), and reliability was confirmed through Cronbach's Alpha and Composite Reliability (â‰¥0.7). The results show that human-related factors significantly contribute to user satisfaction, with an R-Square value of 43.6%. Key influencing factors include Price Value, Performance and Effort Expectancy, Social Influence, Hedonic Motivation, Facilitating Conditions, Habit, and Behavioral Intention. Effort Expectancy (ease of use) emerged as the dominant factor. It is recommended to improve access speed, system stability, and implement AI-driven customer support. Future research could explore the role of trust and security perception in enhancing user satisfaction and loyalty.","Delone & Mclean, User Satisfaction, UTAUT 2",7/18/2025,"NISAK, NOVRINDA KHAIRUN; Ibrahim, Ali",http://repository.unsri.ac.id/179200/
